,EventID,Start_Time,End_Time,Outage_Duration_In_Days,Year,Month,Facility_Code,Participant_Code,Status,Outage_Reason,Energy_Lost_MW,Description_Of_Outage,Risk_Classification
756,757,9/25/2017 16:00,9/25/2017 16:30,0.02,2017,9,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,14.1,WWF Constrained due to high winds and risk of exceeding line overload limits.,High Risk
757,758,9/25/2017 15:30,9/25/2017 16:00,0.02,2017,9,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,14.1,WWF Constrained due to high winds and risk of exceeding line overload limits.,High Risk
758,759,9/25/2017 15:00,9/25/2017 15:30,0.02,2017,9,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,14.1,WWF Constrained due to high winds and risk of exceeding line overload limits.,High Risk
759,760,9/25/2017 14:30,9/25/2017 15:00,0.02,2017,9,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,19.1,WWF Constrained due to high winds and risk of exceeding line overload limits.,High Risk
760,761,9/25/2017 14:00,9/25/2017 14:30,0.02,2017,9,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,19.1,WWF Constrained due to high winds and risk of exceeding line overload limits.,High Risk
761,762,9/25/2017 13:30,9/25/2017 14:00,0.02,2017,9,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,19.1,WWF Constrained due to high winds and risk of exceeding line overload limits.,High Risk
762,763,9/25/2017 13:00,9/25/2017 13:30,0.02,2017,9,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,19.1,WWF Constrained due to high winds and risk of exceeding line overload limits.,High Risk
763,764,9/26/2017 0:30,9/25/2017 13:00,0.48,2017,9,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,14.1,WWF Constrained due to high winds and risk of exceeding line overload limits.,High Risk
764,765,9/21/2017 7:00,9/21/2017 7:00,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,9.001,PNJ U1 max output reduced due to ambient conditions.,High Risk
765,766,9/21/2017 6:30,9/21/2017 6:30,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,8.676,PNJ U1 max output reduced due to ambient conditions.,High Risk
766,767,9/21/2017 6:00,9/21/2017 6:00,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,9.205,PNJ U1 max output reduced due to ambient conditions.,High Risk
767,768,9/21/2017 5:30,9/21/2017 5:30,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,9.21,PNJ U1 max output reduced due to ambient conditions.,High Risk
768,769,9/21/2017 5:00,9/21/2017 5:00,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,9.208,PNJ U1 max output reduced due to ambient conditions.,High Risk
769,770,9/21/2017 4:30,9/21/2017 4:30,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,9.468,PNJ U1 max output reduced due to ambient conditions.,High Risk
770,771,9/21/2017 4:00,9/21/2017 4:00,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,9.471,PNJ U1 max output reduced due to ambient conditions.,High Risk
771,772,9/21/2017 3:30,9/21/2017 3:30,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,9.496,PNJ U1 max output reduced due to ambient conditions.,High Risk
772,773,9/21/2017 3:00,9/21/2017 3:00,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,9.496,PNJ U1 max output reduced due to ambient conditions.,High Risk
773,774,9/21/2017 2:30,9/21/2017 2:30,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,9.423,PNJ U1 max output reduced due to ambient conditions.,High Risk
774,775,9/21/2017 2:00,9/21/2017 2:00,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,9.278,PNJ U1 max output reduced due to ambient conditions.,High Risk
775,776,9/21/2017 1:30,9/21/2017 1:30,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,9.27,PNJ U1 max output reduced due to ambient conditions.,High Risk
776,777,9/21/2017 1:00,9/21/2017 1:00,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,9.114,PNJ U1 max output reduced due to ambient conditions.,High Risk
777,778,11/3/2017 6:00,11/12/2017 15:30,9.4,2017,11,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),172,Minor Inspection outages,N/A
778,779,10/15/2017 8:00,10/15/2017 13:00,0.21,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),89.1,general maintenance,N/A
779,780,9/25/2017 17:30,9/25/2017 17:30,0,2017,9,PJRH_GT11,PJRH,Approved,Forced,21.699,FO,High Risk
780,781,9/24/2017 19:30,9/24/2017 19:30,0,2017,9,PJRH_GT11,PJRH,Approved,Forced,26.805,FO,High Risk
781,782,9/24/2017 20:00,9/25/2017 17:00,0.88,2017,9,PJRH_GT11,PJRH,Approved,Forced,38.293,FO,High Risk
782,783,9/22/2017 18:30,9/22/2017 18:30,0,2017,9,PJRH_GT11,PJRH,Approved,Forced,10.211,FO,High Risk
783,784,9/22/2017 9:30,9/22/2017 18:00,0.35,2017,9,PJRH_GT11,PJRH,Approved,Forced,38.293,FO,High Risk
784,785,9/22/2017 9:00,9/22/2017 9:00,0,2017,9,PJRH_GT11,PJRH,Approved,Forced,33.187,FO,High Risk
785,786,10/14/2017 7:00,10/14/2017 13:00,0.25,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,N/A
786,787,10/13/2017 7:00,10/13/2017 16:00,0.38,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,N/A
787,788,10/12/2017 7:00,10/12/2017 16:00,0.38,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,N/A
788,789,9/25/2017 19:00,9/25/2017 19:00,0,2017,9,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,23,TES Report - constrained off MW's.,High Risk
789,790,9/25/2017 18:30,9/25/2017 18:30,0,2017,9,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,23,TES Report - constrained off MW's.,High Risk
790,791,9/25/2017 18:00,9/25/2017 18:00,0,2017,9,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,23.2,TES Report - constrained off MW's.,High Risk
791,792,9/25/2017 17:30,9/25/2017 17:30,0,2017,9,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,23.4,TES Report - constrained off MW's.,High Risk
792,793,9/22/2017 9:00,9/23/2017 0:30,0.65,2017,9,ENRG_KALGOORLIE_GT3,ENRG,Approved,Forced,5,Forced outage due to private distribution line fault.,Low Risk
793,794,9/25/2017 17:00,9/25/2017 17:00,0,2017,9,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,8.5,TES Report - constrained off MW's.,High Risk
794,795,10/10/2017 7:00,10/11/2017 0:00,0.71,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,N/A
795,796,11/15/2017 6:00,11/15/2017 18:00,0.5,2017,11,TIWEST_COG1,TRMOS,Approved,Scheduled (Planned),42.1,Outage required to fit Flux Probe to Generator,N/A
796,797,9/24/2017 22:00,9/24/2017 22:30,0.02,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,32.95,Deviation from dispatch,High Risk
797,798,9/24/2017 15:00,9/24/2017 15:30,0.02,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,35.77,Deviation from dispatch,High Risk
798,799,9/25/2017 0:00,9/25/2017 0:30,0.02,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,32.97,Deviation from dispatch,High Risk
799,800,9/24/2017 21:00,9/24/2017 21:00,0,2017,9,PERTHENERGY_KORL_GT1,PUG,Cancelled By Market Participant,Forced,12,TES Report - constrained off MW's.,Medium Risk
800,801,10/3/2017 22:00,10/6/2017 21:30,2.98,2017,10,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),217,BW1 annual statutory outage,N/A
2963,2964,9/26/2016 16:00,9/26/2016 16:00,0,2016,9,MELK_G7,MELK,Approved,Forced,30.9,Unit trip,High Risk
3000,3001,9/22/2016 17:30,9/25/2016 7:30,2.58,2016,9,MELK_G7,MELK,Approved,Forced,10,Baghouse Issues,High Risk
3001,3002,9/22/2016 17:30,9/22/2016 17:30,0,2016,9,MELK_G7,MELK,Approved,Forced,6.12,Mill Issue,High Risk
3003,3004,9/26/2016 8:00,9/27/2016 7:30,0.98,2016,9,MELK_G7,MELK,Approved,Opportunistic Maintenance (Planned),55,Cooling Tower Maintenance,N/A
3004,3005,9/27/2016 8:00,9/14/2016 14:00,12.75,2016,9,MELK_G7,MELK,Approved,Scheduled (Planned),55,Cooling Tower Maintenance,N/A
806,807,9/22/2017 11:00,9/22/2017 13:00,0.08,2017,9,MUNDARING_GT1,MUND,Approved,Opportunistic Maintenance (Planned),37.2,ODOM,N/A
807,808,10/10/2017 6:00,10/12/2017 17:30,2.48,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),190,Routine Maintenance,N/A
808,809,9/19/2017 9:00,9/19/2017 9:30,0.02,2017,9,MWF_MUMBIDA_WF1,MCG,Approved,Forced,55,Return TX1 to service,Medium Risk
809,810,9/19/2017 0:30,9/18/2017 13:30,0.46,2017,9,COLLGAR_WF1,COLLGAR,Approved,Forced,24,CG 3 - Bird Strike - Pole N24B,High Risk
3005,3006,9/26/2016 8:00,9/23/2016 14:00,2.75,2016,9,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),55,Cooling Tower Maintenance,N/A
811,812,9/17/2017 16:00,9/17/2017 16:30,0.02,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,35.06,Deviation from dispatch,High Risk
812,813,9/16/2017 5:30,9/16/2017 6:00,0.02,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,32.04,Deviation from dispatch,High Risk
813,814,9/16/2017 22:00,9/16/2017 22:30,0.02,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,33.36,Deviation from dispatch,High Risk
814,815,9/16/2017 15:00,9/16/2017 15:30,0.02,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,30.72,Deviation from dispatch,High Risk
815,816,9/14/2017 3:30,9/14/2017 4:00,0.02,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,35.76,Deviation from dispatch,High Risk
816,817,9/15/2017 0:00,9/15/2017 0:30,0.02,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,33.64,Deviation from dispatch,High Risk
817,818,9/12/2017 16:30,9/12/2017 17:00,0.02,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,33.52,Deviation from dispatch,High Risk
818,819,9/11/2017 14:00,9/11/2017 14:30,0.02,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,33.14,Deviation from dispatch,High Risk
819,820,10/13/2017 7:00,10/13/2017 19:00,0.5,2017,10,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),40,EMDB 22kV Scheduled Maintenance,N/A
820,821,10/12/2017 7:00,10/12/2017 19:00,0.5,2017,10,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),40,EMDB 22kV Scheduled Maintenance,N/A
821,822,10/11/2017 7:00,10/11/2017 19:00,0.5,2017,10,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),40,EMDB 132kV Scheduled Maintenance,N/A
822,823,10/10/2017 7:00,10/10/2017 19:00,0.5,2017,10,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),40,EMDB 132kV Scheduled Maintenance,N/A
823,824,10/9/2017 7:00,10/9/2017 19:00,0.5,2017,10,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),40,EMDB 132kV Scheduled Maintenance,N/A
824,825,9/20/2017 13:00,9/20/2017 13:30,0.02,2017,9,KORL_GT3,KORL,Approved,Opportunistic Maintenance (Planned),100.1,ODOM,N/A
825,826,9/13/2017 12:30,9/13/2017 1:00,0.48,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,41,GT2 unavailable due to fire protection fault,High Risk
826,827,9/15/2017 12:30,9/15/2017 12:30,0,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,30.275,Operational Issues caused real time forced outage.,High Risk
827,828,9/13/2017 1:30,9/13/2017 1:30,0,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,30.313,Operational Issues caused real time forced outage.,High Risk
828,829,9/13/2017 1:00,9/13/2017 1:00,0,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,27.65,Operational Issues caused real time forced outage.,High Risk
829,830,9/19/2017 10:00,9/20/2017 3:00,0.71,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,42.1,"Loss of Power to GT Speedtronic controls
",High Risk
830,831,9/7/2017 14:00,9/7/2017 14:30,0.02,2017,9,KORL_GT3,KORL,Approved,Forced,100.1,FO,High Risk
831,832,9/16/2017 17:00,9/18/2017 16:00,1.96,2017,9,PJRH_GT11,PJRH,Approved,Forced,118.609,FO,High Risk
832,833,9/16/2017 9:30,9/16/2017 9:30,0,2017,9,PJRH_GT11,PJRH,Approved,Forced,24.8,FO,High Risk
833,834,9/15/2017 20:00,9/15/2017 20:00,0,2017,9,PJRH_GT11,PJRH,Approved,Forced,4.96,FO,High Risk
834,835,9/15/2017 20:30,9/16/2017 9:00,0.52,2017,9,PJRH_GT11,PJRH,Approved,Forced,37.2,FO,High Risk
835,836,9/12/2017 9:30,9/12/2017 15:00,0.23,2017,9,KORL_GT3,KORL,Approved,Opportunistic Maintenance (Planned),100.1,ODOM,N/A
836,837,9/12/2017 17:00,9/12/2017 19:00,0.08,2017,9,STHRNCRS_EG,STHRNCRS,Approved,Forced,23,Unit tripped after being returned-to-service following a planned outage.,Medium Risk
837,838,9/18/2017 7:30,9/18/2017 9:30,0.08,2017,9,MWF_MUMBIDA_WF1,MCG,Approved,Forced,55,FO,Medium Risk
838,839,9/14/2017 10:00,9/14/2017 13:00,0.13,2017,9,MWF_MUMBIDA_WF1,MCG,Approved,Forced,55,transformer trip,Medium Risk
839,840,9/14/2017 9:30,9/14/2017 9:30,0,2017,9,MWF_MUMBIDA_WF1,MCG,Approved,Forced,18.333,transformer trip,Medium Risk
840,841,10/2/2017 8:00,10/3/2017 7:30,0.98,2017,10,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),156,PD testing,N/A
841,842,9/11/2017 13:30,9/11/2017 16:30,0.13,2017,9,STHRNCRS_EG,STHRNCRS,Approved,Forced,8,An unplanned load increase (?behind-the-fence?) led to a reduction in available capacity.,Medium Risk
842,843,9/6/2017 14:30,9/7/2017 7:30,0.71,2017,9,STHRNCRS_EG,STHRNCRS,Approved,Forced,8,An unplanned load increase (?behind-the-fence?) led to a reduction in available capacity.,Medium Risk
843,844,9/8/2017 8:00,9/8/2017 8:00,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,131.232,slow to ramp up,High Risk
844,845,10/14/2017 6:00,10/14/2017 6:30,0.02,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,N/A
845,846,10/13/2017 16:30,10/13/2017 18:00,0.06,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,N/A
846,847,10/13/2017 6:00,10/13/2017 6:30,0.02,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,N/A
847,848,10/12/2017 16:30,10/12/2017 18:00,0.06,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,N/A
848,849,10/12/2017 6:00,10/12/2017 6:30,0.02,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,N/A
849,850,10/11/2017 5:00,10/11/2017 18:30,0.56,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,N/A
850,851,10/11/2017 0:30,10/10/2017 18:30,0.25,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,N/A
851,852,10/10/2017 5:00,10/10/2017 6:30,0.06,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,N/A
852,853,9/14/2017 23:00,9/14/2017 23:00,0,2017,9,AUXC_WGP,AUXC,Approved,Forced,8.5,Refinery Steam and Power Imbalance.,High Risk
853,854,9/15/2017 14:30,9/15/2017 15:00,0.02,2017,9,PJRH_GT11,PJRH,Approved,Forced,18.6,FO,High Risk
854,855,9/13/2017 22:30,9/13/2017 22:30,0,2017,9,AUXC_WGP,AUXC,Approved,Forced,9.65,Refinery Steam Power Imbalance.,High Risk
855,856,9/13/2017 22:00,9/13/2017 22:00,0,2017,9,AUXC_WGP,AUXC,Approved,Forced,8.78,Refinery Steam Power Imbalance.,High Risk
856,857,9/12/2017 7:00,9/12/2017 7:00,0,2017,9,KORL_GT3,KORL,Approved,Forced,26.46,FO,High Risk
857,858,9/12/2017 6:30,9/12/2017 6:30,0,2017,9,KORL_GT3,KORL,Approved,Forced,44.1,FO,High Risk
858,859,9/12/2017 6:00,9/12/2017 6:00,0,2017,9,KORL_GT3,KORL,Approved,Forced,35.28,FO,High Risk
859,860,9/7/2017 16:30,9/7/2017 16:30,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,144.518,Unit slow to ramp up.,High Risk
860,861,9/9/2017 15:30,9/9/2017 16:00,0.02,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,30.63,System Management IT Issues,High Risk
861,862,9/8/2017 5:00,9/8/2017 5:30,0.02,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,35.39,Deviation from dispatch,High Risk
862,863,9/7/2017 9:00,9/7/2017 9:30,0.02,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,30.33,Deviation from dispatch,High Risk
863,864,9/25/2017 8:00,9/26/2017 15:30,1.31,2017,9,PJRH_GT11,PJRH,Approved,Scheduled (Planned),118.609,Exh Insp,N/A
3006,3007,9/25/2016 8:00,9/26/2016 7:30,0.98,2016,9,MELK_G7,MELK,Approved,Opportunistic Maintenance (Planned),55,Boiler inspection,N/A
3007,3008,9/26/2016 8:00,9/3/2016 7:30,23.02,2016,9,MELK_G7,MELK,Approved,Scheduled (Planned),55,Boiler inspection,N/A
3032,3033,9/24/2016 20:00,9/26/2016 14:30,1.77,2016,9,MELK_G7,MELK,Approved,Scheduled (Planned),211,DA repairs,N/A
3036,3037,9/19/2016 18:30,9/19/2016 18:30,0,2016,9,MELK_G7,MELK,Approved,Forced,20.72,condenser level trip,High Risk
868,869,9/19/2017 11:00,9/22/2017 7:30,2.85,2017,9,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),0,Governor testing,N/A
869,870,9/19/2017 11:00,9/19/2017 11:00,0,2017,9,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),342,Governor edits and testing,N/A
870,871,9/18/2017 11:00,9/22/2017 7:30,3.85,2017,9,BW1_GREENWATERS_G2,GW,Cancelled By Market Participant,Scheduled (Planned),0,Governor testing,N/A
871,872,9/18/2017 11:00,9/18/2017 11:00,0,2017,9,BW1_GREENWATERS_G2,GW,Cancelled By Market Participant,Scheduled (Planned),342,Governor edits and testing,N/A
872,873,12/8/2017 22:00,12/15/2017 21:30,6.98,2017,12,PMC_AG,PMC,Cancelled By Market Participant,Scheduled (Planned),335,Major Annual Outage (B Inspection),N/A
873,874,12/1/2017 12:00,12/2/2017 13:30,1.06,2017,12,PMC_AG,PMC,Approved,Scheduled (Planned),335,Major Annual Outage (B Inspection),N/A
874,875,11/24/2017 22:00,11/30/2017 23:30,6.06,2017,11,PMC_AG,PMC,Approved,Scheduled (Planned),335,Major Annual Outage (B Inspection),N/A
875,876,9/12/2017 22:30,9/13/2017 6:00,0.31,2017,9,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Enable signal was removed by Western Power. Site cannot operate without enable signal. Will request conversion to consequential.,N/A
876,877,9/12/2017 10:30,9/12/2017 15:00,0.19,2017,9,KORL_GT3,KORL,Rejected,Opportunistic Maintenance (Planned),100.1,ODOM,N/A
877,878,9/4/2017 9:30,9/4/2017 9:30,0,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,40.796,Unit slow to ramp up.,High Risk
878,879,10/9/2017 14:30,10/9/2017 17:00,0.1,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,DBP Outage- Unit available on Diesel only,N/A
879,880,10/12/2017 7:00,10/13/2017 14:30,1.31,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,DBP Outage- Unit available on Diesel only,N/A
880,881,10/23/2017 7:00,10/23/2017 14:30,0.31,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,DBP Outage- Unit available on Diesel only,N/A
881,882,10/11/2017 7:00,10/11/2017 14:30,0.31,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,DBP Outage- Unit available on Diesel only,N/A
882,883,10/10/2017 7:00,10/10/2017 14:30,0.31,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,DBP Outage- Unit available on Diesel only,N/A
883,884,10/9/2017 7:00,10/9/2017 14:30,0.31,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,DBP Outage- Unit available on Diesel only,N/A
884,885,10/9/2017 7:00,10/9/2017 14:30,0.31,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,DBP Outage- Unit available on Diesel only,N/A
885,886,10/19/2017 7:00,10/19/2017 14:30,0.31,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),127,DBP Outage,N/A
886,887,10/18/2017 7:00,10/18/2017 14:30,0.31,2017,10,PJRH_GT11,PJRH,Cancelled By Market Participant,Scheduled (Planned),116,DBP Outage,N/A
887,888,9/5/2017 14:00,9/5/2017 21:00,0.29,2017,9,COLLGAR_WF1,COLLGAR,Approved,Opportunistic Maintenance (Planned),184,Maintenance of Circuit Breakers and works on the 33kV incomer cable - coincided with WP Forced Outage. ,N/A
888,889,9/7/2017 0:00,9/7/2017 17:00,0.71,2017,9,COLLGAR_WF1,COLLGAR,Approved,Forced,15,CG 2 - Failed HV termination on Pole N47 - Repair Works,High Risk
889,890,9/4/2017 7:00,9/7/2017 17:00,3.42,2017,9,COLLGAR_WF1,COLLGAR,Approved,Forced,22,CG 1 - Failed HV termination on Pole N47,High Risk
890,891,9/4/2017 7:00,9/4/2017 11:00,0.17,2017,9,COLLGAR_WF1,COLLGAR,Approved,Forced,15,CG 2 - Failed HV termination on Pole N47,High Risk
891,892,9/4/2017 7:00,9/4/2017 7:30,0.02,2017,9,COLLGAR_WF1,COLLGAR,Approved,Forced,24,CG 3 - Bird Strike,High Risk
892,893,10/9/2017 7:30,10/11/2017 15:30,2.33,2017,10,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),9.9,"Western Power Outage. ENAR: 315356 MPI: 235728.
Requested by David Willey",N/A
3037,3038,9/19/2016 18:00,9/19/2016 18:00,0,2016,9,MELK_G7,MELK,Approved,Forced,31.68,condenser level trip,High Risk
3038,3039,9/19/2016 17:30,9/19/2016 17:30,0,2016,9,MELK_G7,MELK,Approved,Forced,47.58,condenser level trip,High Risk
3039,3040,9/19/2016 11:00,9/19/2016 17:00,0.25,2016,9,MELK_G7,MELK,Approved,Forced,55,condenser level trip,High Risk
3040,3041,9/19/2016 10:30,9/19/2016 10:30,0,2016,9,MELK_G7,MELK,Approved,Forced,20.1,condenser level trip,High Risk
3064,3065,9/13/2016 18:30,9/14/2016 5:00,0.44,2016,9,MELK_G7,MELK,Approved,Forced,205.9,Delayed Unit RTS.,High Risk
3068,3069,9/16/2016 21:00,9/19/2016 7:30,2.44,2016,9,MELK_G7,MELK,Approved,Scheduled (Planned),227,Weekend Outage,N/A
3072,3073,9/12/2016 7:00,9/13/2016 18:00,1.46,2016,9,MELK_G7,MELK,Approved,Forced,205.9,Delayed Unit RTS.,High Risk
900,901,9/9/2017 11:00,9/9/2017 11:00,0,2017,9,KORL_GT3,KORL,Approved,Forced,16.17,FO,High Risk
901,902,9/9/2017 10:00,9/9/2017 10:00,0,2017,9,KORL_GT3,KORL,Approved,Forced,41.16,FO,High Risk
902,903,9/9/2017 10:30,9/9/2017 10:30,0,2017,9,KORL_GT3,KORL,Approved,Forced,44.1,FO,High Risk
903,904,9/9/2017 10:00,9/9/2017 10:00,0,2017,9,KORL_GT3,KORL,Cancelled By Market Participant,Forced,12.33,FO,High Risk
904,905,9/20/2017 6:00,9/20/2017 17:30,0.48,2017,9,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),190,Western Power is carrying Landwehr Terminal Maintenance which will result in unavailability ,N/A
905,906,9/2/2017 20:30,9/2/2017 20:30,0,2017,9,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,4.5,TES Report - constrained off MW's.,High Risk
906,907,8/29/2017 6:30,8/29/2017 6:30,0,2017,8,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,53.7,TES Report - constrained off MW's.,High Risk
907,908,8/29/2017 7:00,8/29/2017 7:00,0,2017,8,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,47.2,TES Report - constrained off MW's.,High Risk
908,909,9/9/2017 0:30,9/9/2017 0:30,0,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,14,11MVar cap bank fault ,High Risk
909,910,9/9/2017 0:00,9/9/2017 0:00,0,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,14,11MVar cap bank fault,High Risk
910,911,9/5/2017 14:00,9/5/2017 21:30,0.31,2017,9,BW1_GREENWATERS_G2,GW,Approved,Consequential,82,"Western Power Enar# 312727
Supply power outage",N/A
911,912,9/8/2017 1:30,9/8/2017 5:00,0.15,2017,9,KORL_GT3,KORL,Approved,Forced,40.1,FO,High Risk
912,913,9/8/2017 1:00,9/8/2017 1:00,0,2017,9,KORL_GT3,KORL,Approved,Forced,32.08,FO,High Risk
913,914,9/7/2017 15:00,9/7/2017 15:00,0,2017,9,KORL_GT3,KORL,Approved,Forced,100.1,FO,High Risk
914,915,9/2/2017 13:00,9/2/2017 13:00,0,2017,9,PMC_AG,PMC,Approved,Forced,195.962,Operational issues caused real time forced outage.,High Risk
915,916,9/3/2017 0:30,9/3/2017 0:30,0,2017,9,PMC_AG,PMC,Approved,Forced,210.065,Operational issues caused real time forced outage.,High Risk
916,917,8/28/2017 16:00,8/28/2017 16:00,0,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,69.533,Deviation during ramp up from outage,High Risk
917,918,8/28/2017 15:30,8/28/2017 15:30,0,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,75.922,Deviation during ramp up from outage,High Risk
918,919,8/28/2017 15:00,8/28/2017 15:00,0,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,119.452,Deviation during ramp up from outage,High Risk
919,920,8/28/2017 14:30,8/28/2017 14:30,0,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,High Risk
920,921,8/28/2017 14:00,8/28/2017 14:00,0,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,High Risk
921,922,8/28/2017 13:30,8/28/2017 13:30,0,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,High Risk
922,923,8/28/2017 13:00,8/28/2017 13:00,0,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,High Risk
923,924,8/29/2017 0:30,8/29/2017 0:30,0,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,High Risk
